Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - Final 1/3 Entry,Carries - CPA,Carries - Miscontrols,Carries - Dispossessed,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tackles - Tkl,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers Tackled - Tkl,Att,Tkl%,Total Blocks,Shots Blocked,Passes Blocked,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,SCA - TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,GCA - TO,GCA - Sh,GCA - Fld,GCA - Def,Dead,TB,Sw,TI,CK,In,Out,Str,Cmp,Blocks,Season,position_group,Age_Years
Emil Holm,se SWE,DF,Atalanta,23,2000,10.5,it Serie A,635,33,161,249,233,43,635,32,18,56.3,12,37.5,290,2133,1000,28,20,5,35,18,358,80,5,0,0,14,21,1,35,7,19,2,0,0,57,28,24,53.8,304,457,66.5,4675,1618,171,214,79.9,107,153,69.9,21,55,38.2,1,0.8,1.0,0.2,4,18,8,6,27,28,17,9,2,16,36,44.4,25,3,22,35,25,0,1,26,8,30.8,2.47,0.76,0.04,0.13,11.9,0,0,0,2.7,2.7,0.11,-1.7,-1.7,20,1.9,10,3,2,3,2,0,4,0.38,1,1,0,0,2,0,94,1,1,92,0,0,0,0,304,21,2023-2024,Defender,23
Gerrit Holtmann,ph PHI,"MF,FW",Darmstadt 98,28,1995,4.4,de Bundesliga,224,7,37,92,101,11,224,15,7,46.7,6,40.0,109,850,441,13,11,8,15,13,134,20,1,0,0,8,2,0,12,2,5,0,0,0,31,5,7,41.7,113,155,72.9,1687,607,61,70,87.1,42,60,70.0,4,13,30.8,0,0.3,0.3,-0.3,5,12,4,0,18,8,3,4,1,7,10,70.0,7,0,7,10,4,1,0,14,5,35.7,3.21,1.15,0.0,0.0,23.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6,19,4.36,12,0,3,2,2,0,1,0.23,0,0,0,1,0,0,12,0,0,12,0,0,0,0,113,5,2023-2024,Attacking Midfielders,28
Martin Hongla,cm CMR,MF,Hellas Verona,25,1998,12.0,it Serie A,570,36,147,369,60,1,570,12,9,75.0,3,25.0,317,1758,780,6,9,1,8,6,316,6,0,0,0,6,6,1,4,7,13,0,0,0,79,9,10,47.4,391,474,82.5,7563,2018,135,157,86.0,199,223,89.2,48,74,64.9,0,0.3,0.1,-0.3,9,38,0,0,57,24,9,13,2,8,11,72.7,8,3,5,31,24,0,0,3,0,0.0,0.25,0.0,0.0,0.0,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,19,1.58,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0,24,0,2,4,0,0,0,0,391,5,2023-2024,Central Midfielders,25
Martin Hongla,cm CMR,"MF,DF",Granada,25,1998,6.2,es La Liga,327,18,113,191,27,1,327,3,0,0.0,3,100.0,197,898,397,3,3,0,8,0,214,5,0,0,0,7,1,0,2,6,3,0,0,0,37,3,12,20.0,237,283,83.7,4465,1179,87,95,91.6,118,131,90.1,29,48,60.4,0,0.0,0.1,0.0,0,20,1,0,16,7,2,5,0,3,9,33.3,6,3,3,13,13,1,0,3,1,33.3,0.48,0.16,0.0,0.0,18.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,3,0.48,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,9,0,3,2,0,0,0,0,237,4,2023-2024,Defensive-Midfielders,25
Franck Honorat,fr FRA,"DF,FW",Gladbach,26,1996,26.1,de Bundesliga,1413,28,249,501,680,66,1413,54,21,38.9,27,50.0,775,4677,2675,97,60,26,26,18,881,242,1,0,0,9,14,6,236,9,13,0,0,0,138,17,19,47.2,802,1207,66.4,13080,5175,432,520,83.1,246,365,67.4,84,211,39.8,9,9.3,9.4,-0.3,89,37,56,28,93,25,13,10,2,11,20,55.0,22,3,19,34,35,1,3,28,10,35.7,1.07,0.38,0.11,0.3,18.3,1,0,0,1.6,1.6,0.06,1.4,1.4,133,5.1,79,47,3,1,2,1,18,0.69,12,5,0,0,0,1,199,3,2,42,115,40,62,1,802,38,2023-2024,Wing-Back,26
Mathias Honsak,at AUT,"FW,MF",Darmstadt 98,26,1996,11.3,de Bundesliga,476,27,99,181,199,36,476,30,9,30.0,21,70.0,271,1432,571,22,14,8,51,14,326,62,1,0,0,14,12,3,11,8,7,0,0,0,32,15,24,38.5,210,285,73.7,3092,747,120,147,81.6,66,84,78.6,14,22,63.6,1,0.7,0.7,0.3,12,11,6,1,19,14,7,6,1,6,20,30.0,14,2,12,22,25,0,1,23,6,26.1,2.03,0.53,0.04,0.17,17.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8,21,1.85,15,0,2,2,1,1,3,0.26,1,0,1,1,0,0,14,1,0,13,0,0,0,0,210,10,2023-2024,Attacking Midfielders,26
Sydney van Hooijdonk,nl NED,FW,Bologna,23,2000,2.4,it Serie A,56,5,9,26,21,7,56,2,2,100.0,0,0.0,22,84,15,1,0,0,4,3,35,9,0,0,0,6,2,1,1,1,0,0,0,0,3,5,12,29.4,28,36,77.8,299,73,16,19,84.2,7,7,100.0,0,0,0.0,0,0.1,0.0,-0.1,2,2,0,0,2,3,0,2,1,1,2,50.0,1,1,0,4,4,0,0,5,1,20.0,2.12,0.42,0.0,0.0,18.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6,2,0.85,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,28,2,2023-2024,Forwards,23
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,23,1999,2.4,de Bundesliga,91,5,8,34,51,18,91,4,1,25.0,3,75.0,38,234,125,7,3,4,4,4,57,7,1,0,0,5,1,1,4,0,0,0,0,0,8,11,13,45.8,35,63,55.6,503,71,24,35,68.6,7,13,53.8,3,3,100.0,0,0.3,0.5,-0.3,4,0,2,0,2,0,0,0,0,0,1,0.0,2,1,1,0,4,0,0,10,2,20.0,4.15,0.83,0.0,0.0,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,8,3.3,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,35,6,2023-2024,Attacking Midfielders,23
Lukáš Hrádecký,fi FIN,GK,Leverkusen,33,1989,33.0,de Bundesliga,939,777,925,14,0,0,939,0,0,0.0,0,0.0,543,2958,1580,0,1,1,1,0,456,0,2,0,0,0,1,0,0,0,0,0,0,0,51,8,1,88.9,706,886,79.7,16511,12037,186,187,99.5,360,369,97.6,156,320,48.8,0,0.0,0.0,0.0,0,4,0,0,1,0,0,0,0,0,1,0.0,1,0,1,0,10,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,186,0,2,0,0,0,0,0,706,1,2023-2024,GK,33
Xabier Huarte Armendáriz,es ESP,MF,Osasuna,22,2001,0.1,es La Liga,2,0,0,2,0,0,2,0,0,0.0,0,0.0,2,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,100.0,28,11,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2023-2024,Central Midfielders,22
Timo Hübers,de GER,DF,Köln,27,1996,30.9,de Bundesliga,2143,267,1200,897,65,31,2143,6,4,66.7,2,33.3,1203,6033,3442,19,14,1,11,7,1280,3,6,0,0,44,25,1,3,63,47,1,0,0,211,99,49,66.9,1473,1743,84.5,28520,10485,448,501,89.4,879,951,92.4,130,250,52.0,0,0.5,1.0,-0.5,6,105,7,1,104,68,51,14,3,49,80,61.3,54,28,26,131,168,1,0,22,5,22.7,0.71,0.16,0.0,0.0,12.6,0,0,0,1.8,1.8,0.08,-1.8,-1.8,22,0.71,19,0,0,2,1,0,1,0.03,0,0,0,0,1,0,73,1,8,7,0,0,0,0,1473,10,2023-2024,Defender,27
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,22,2000,20.6,eng Premier League,932,19,129,298,524,77,932,80,43,53.8,27,33.8,648,5053,3054,111,57,39,34,33,704,173,0,0,0,14,30,9,74,7,8,1,0,0,98,2,7,22.2,576,738,78.0,9055,1826,327,361,90.6,187,251,74.5,46,83,55.4,1,2.8,2.5,-1.8,36,20,32,8,58,18,4,5,9,7,28,25.0,16,1,15,25,12,1,8,38,20,52.6,1.84,0.97,0.21,0.4,18.3,1,0,0,2.7,2.7,0.07,5.3,5.3,82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0,27,3,8,11,9,5,2,0,576,17,2023-2024,Attacking Midfielders,22
Will Hughes,eng ENG,MF,Crystal Palace,28,1995,21.0,eng Premier League,1094,45,228,657,219,15,1094,15,9,60.0,3,20.0,463,1931,900,14,14,0,22,27,609,17,6,0,0,39,30,1,30,21,33,0,0,0,121,12,17,41.4,731,878,83.3,10742,3108,389,436,89.2,281,317,88.6,27,62,43.5,1,1.1,1.8,-0.1,21,71,16,2,76,61,30,20,11,24,48,50.0,36,14,22,82,25,0,0,8,3,37.5,0.38,0.14,0.0,0.0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,48,2.29,34,9,1,0,2,2,5,0.24,5,0,0,0,0,0,71,2,1,0,17,7,10,0,731,13,2023-2024,Central Midfielders,28
Dean Huijsen,es ESP,DF,Roma,18,2005,5.7,it Serie A,525,62,204,281,41,8,525,2,1,50.0,1,50.0,308,1407,696,4,3,0,3,2,390,15,4,0,0,10,2,0,1,4,5,1,0,1,24,9,7,56.3,400,459,87.1,7151,2423,158,175,90.3,203,221,91.9,34,47,72.3,0,0.1,0.1,-0.1,1,16,1,0,18,10,5,5,0,1,4,25.0,7,4,3,14,26,2,2,6,2,33.3,1.06,0.35,0.33,1.0,11.0,0,0,0,0.4,0.4,0.07,1.6,1.6,8,1.41,4,0,1,2,1,0,4,0.71,1,0,1,1,1,0,18,0,2,7,0,0,0,0,400,10,2023-2024,Defender,18
Dean Huijsen,es ESP,DF,Juventus,18,2005,0.1,it Serie A,20,1,8,13,0,0,20,0,0,0.0,0,0.0,17,94,56,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,18,19,94.7,370,115,5,5,100.0,10,10,100.0,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,2023-2024,Defender,18
Mats Hummels,de GER,DF,Dortmund,34,1988,17.6,de Bundesliga,1649,167,698,888,76,20,1649,7,2,28.6,4,57.1,1095,5594,3224,11,13,1,7,6,1183,1,4,1,0,12,9,0,3,33,34,0,2,0,99,38,24,61.3,1262,1418,89.0,25463,8497,381,402,94.8,722,781,92.4,150,202,74.3,0,0.9,1.4,-0.9,9,86,6,0,82,52,34,12,6,30,53,56.6,33,11,22,85,82,0,3,16,6,37.5,0.91,0.34,0.19,0.5,11.7,0,0,0,3.2,3.2,0.23,-0.2,-0.2,24,1.37,20,0,0,3,0,1,2,0.11,1,0,0,1,0,0,50,3,16,3,0,0,0,0,1262,10,2023-2024,Defender,34
Denis Huseinbasic,ba BIH,MF,Köln,22,2001,18.1,de Bundesliga,949,36,214,550,203,13,949,23,10,43.5,12,52.2,547,3256,1553,35,30,3,19,19,633,29,5,0,0,28,14,0,15,13,18,0,0,0,114,8,8,50.0,674,791,85.2,11058,2909,324,364,89.0,287,310,92.6,46,74,62.2,3,0.7,0.7,2.3,16,68,9,2,93,38,17,15,6,20,31,64.5,26,1,25,51,14,0,0,12,3,25.0,0.66,0.17,0.0,0.0,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,37,2.05,30,0,0,3,3,1,5,0.28,4,0,0,0,1,0,12,1,2,5,0,0,0,0,674,17,2023-2024,Central Midfielders,22
Elseid Hysaj,al ALB,DF,Lazio,29,1994,13.3,it Serie A,967,45,310,496,166,8,967,8,2,25.0,6,75.0,483,2815,1444,27,23,1,12,8,619,41,2,0,0,14,9,3,18,17,14,0,0,0,72,14,13,51.9,713,850,83.9,10858,4236,400,438,91.3,248,291,85.2,41,78,52.6,0,0.4,1.0,-0.4,9,46,10,5,51,24,8,13,3,15,24,62.5,16,6,10,41,31,0,0,2,1,50.0,0.15,0.08,0.0,0.0,18.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2,21,1.57,18,2,0,0,1,0,1,0.07,1,0,0,0,0,0,115,1,0,100,0,0,0,0,713,8,2023-2024,Defender,29
Pierre Højbjerg,dk DEN,MF,Tottenham,27,1995,14.6,eng Premier League,1584,63,377,913,309,16,1584,23,12,52.2,10,43.5,1013,4239,1820,17,25,2,20,9,1231,29,4,0,0,20,17,0,14,19,18,0,0,1,121,8,13,38.1,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0,1.2,1.5,-1.2,9,160,12,1,134,32,13,17,2,13,34,38.2,21,7,14,51,30,3,0,19,6,31.6,1.3,0.41,0.0,0.0,26.5,3,0,0,0.7,0.7,0.04,-0.7,-0.7,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0,41,2,12,8,2,0,0,0,1234,14,2023-2024,Central Midfielders,27
Rasmus Højlund,dk DEN,FW,Manchester Utd,20,2003,24.0,eng Premier League,612,20,61,262,297,96,612,38,18,47.4,18,47.4,355,2082,1088,35,26,14,50,29,429,111,2,0,0,20,30,15,6,1,7,0,1,0,60,25,65,27.8,304,402,75.6,3552,884,199,247,80.6,58,77,75.3,11,12,91.7,2,1.6,0.9,0.4,28,14,14,1,33,11,2,3,6,5,13,38.5,9,1,8,12,19,0,10,38,20,52.6,1.58,0.83,0.26,0.5,11.6,0,0,0,7.6,7.6,0.2,2.4,2.4,58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0,30,1,0,2,0,0,0,0,304,16,2023-2024,Forwards,20
Iago,br BRA,DF,Augsburg,26,1997,18.0,de Bundesliga,950,66,296,434,239,33,950,37,19,51.4,15,40.5,480,2650,1197,24,20,4,24,10,474,51,4,0,0,14,23,4,44,18,17,0,2,0,117,20,18,52.6,536,735,72.9,9641,4071,240,278,86.3,217,293,74.1,63,109,57.8,1,1.6,2.9,-0.6,17,51,27,16,54,36,22,10,4,17,33,51.5,39,8,31,54,43,0,1,18,7,38.9,1.0,0.39,0.06,0.14,16.5,0,0,0,1.4,1.4,0.08,-0.4,-0.4,42,2.33,33,1,2,1,3,2,2,0.11,2,0,0,0,0,0,116,1,3,106,0,0,0,0,536,22,2023-2024,Defender,26
Pablo Ibáñez,es ESP,MF,Osasuna,24,1998,12.8,es La Liga,621,20,85,304,241,45,621,30,8,26.7,21,70.0,318,1978,855,26,20,4,19,10,394,54,5,0,0,26,16,2,12,9,9,1,0,0,74,36,38,48.6,343,452,75.9,5502,1476,163,208,78.4,147,172,85.5,22,40,55.0,2,1.2,1.1,0.8,12,41,10,2,67,18,5,7,6,5,21,23.8,26,3,23,27,17,0,1,27,7,25.9,2.11,0.55,0.04,0.14,18.1,0,0,0,2.3,2.3,0.08,-1.3,-1.3,30,2.35,19,1,1,3,5,1,4,0.31,2,0,1,0,1,0,13,0,1,5,0,0,0,0,343,9,2023-2024,Central Midfielders,24
Arijon Ibrahimović,de GER,"FW,DF",Frosinone,17,2005,5.3,it Serie A,285,4,36,119,135,19,285,13,4,30.8,7,53.8,187,905,374,10,7,7,17,7,215,54,1,0,0,3,4,2,7,1,6,0,0,0,19,5,8,38.5,163,225,72.4,2299,702,105,129,81.4,47,65,72.3,8,13,61.5,1,0.7,0.7,0.3,8,11,9,1,22,7,4,2,1,1,9,11.1,4,0,4,8,3,0,1,12,4,33.3,2.28,0.76,0.08,0.25,20.7,0,0,0,0.8,0.8,0.07,0.2,0.2,15,2.84,11,1,1,2,0,0,1,0.19,1,0,0,0,0,0,11,0,2,7,3,2,0,0,163,6,2023-2024,Wing-Back,17
Iglesias,es ESP,"DF,FW",Getafe,25,1998,15.7,es La Liga,830,60,262,353,223,8,830,14,6,42.9,8,57.1,329,1625,671,16,11,2,10,6,363,48,4,0,0,16,10,1,58,16,22,0,0,0,71,12,10,54.5,382,635,60.2,7413,3284,155,188,82.4,155,236,65.7,61,169,36.1,2,0.7,1.0,1.3,11,41,15,12,43,41,25,11,5,21,33,63.6,18,7,11,57,53,0,0,15,6,40.0,0.96,0.38,0.0,0.0,25.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,27,1.72,18,5,1,1,1,1,2,0.13,2,0,0,0,0,0,123,2,10,113,0,0,0,0,382,15,2023-2024,Wing-Back,25
Borja Iglesias,es ESP,FW,Betis,30,1993,4.5,es La Liga,141,2,2,60,82,22,141,2,1,50.0,1,50.0,77,373,140,5,5,2,15,4,113,32,2,0,0,7,5,7,1,2,0,0,1,0,7,6,7,46.2,83,101,82.2,1129,179,57,66,86.4,20,23,87.0,4,6,66.7,1,0.9,0.7,0.1,11,2,6,0,12,0,0,0,0,0,3,0.0,0,0,0,2,2,0,0,10,0,0.0,2.21,0.0,0.0,0.0,16.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,20,4.42,17,0,0,3,0,0,1,0.22,1,0,0,0,0,0,10,1,1,0,0,0,0,0,83,1,2023-2024,Forwards,30
Borja Iglesias,es ESP,FW,Leverkusen,30,1993,2.8,de Bundesliga,96,1,2,28,66,19,96,1,0,0.0,1,100.0,62,314,74,3,2,3,5,6,82,19,0,0,0,2,3,1,1,1,0,0,0,0,5,4,6,40.0,58,75,77.3,752,113,33,42,78.6,19,20,95.0,1,1,100.0,0,0.3,0.4,-0.3,3,3,3,0,5,1,0,1,0,0,1,0.0,2,0,2,2,1,0,0,8,3,37.5,2.81,1.05,0.0,0.0,15.2,0,0,0,1.4,1.4,0.17,-1.4,-1.4,8,2.81,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,2023-2024,Forwards,30
Igor,br BRA,DF,Brighton,25,1998,18.2,eng Premier League,1651,105,604,913,141,7,1651,22,16,72.7,5,22.7,1055,5334,2867,30,23,0,9,6,1205,12,4,0,0,21,4,0,1,14,18,0,0,0,105,26,12,68.4,1398,1497,93.4,21855,7143,714,742,96.2,615,640,96.1,49,68,72.1,0,0.7,0.5,-0.7,7,123,2,0,107,25,7,16,2,17,29,58.6,22,9,13,39,52,1,0,5,0,0.0,0.27,0.0,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,25,1.38,21,2,1,0,0,1,2,0.11,2,0,0,0,0,0,105,2,3,75,0,0,0,0,1398,13,2023-2024,Defender,25
Jonathan Ikone,fr FRA,FW,Fiorentina,25,1998,18.7,it Serie A,641,8,55,249,346,84,641,46,21,45.7,20,43.5,433,3266,1469,51,21,36,28,22,484,154,5,0,0,16,15,5,11,3,11,1,0,0,60,15,22,40.5,388,476,81.5,6023,1163,203,246,82.5,154,174,88.5,20,29,69.0,1,2.0,2.0,-1.0,15,25,20,1,58,22,7,9,6,10,17,58.8,12,0,12,25,8,0,3,39,15,38.5,2.09,0.8,0.08,0.2,16.1,0,0,0,4.6,4.6,0.12,-1.6,-1.6,49,2.62,33,0,9,2,4,1,5,0.27,3,0,1,0,1,0,10,7,3,8,0,0,0,0,388,11,2023-2024,Forwards,25
Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21,2001,11.8,it Serie A,311,10,19,159,137,48,311,31,15,48.4,15,48.4,202,928,325,11,11,6,52,23,248,70,2,0,0,35,20,8,2,1,1,0,0,0,23,29,59,33.0,110,167,65.9,1382,234,71,97,73.2,29,40,72.5,3,8,37.5,1,0.7,0.6,0.3,8,5,2,0,10,3,0,2,1,2,6,33.3,1,1,0,4,8,0,1,22,8,36.4,1.87,0.68,0.05,0.13,16.1,0,0,0,2.4,2.4,0.11,-1.4,-1.4,18,1.53,10,0,2,2,4,0,2,0.17,2,0,0,0,0,0,10,3,0,0,0,0,0,0,110,4,2023-2024,Forwards,21
Andrej Ilic,rs SRB,FW,Lille,23,2000,0.1,fr Ligue 1,1,0,0,1,0,0,1,0,0,0.0,0,0.0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,100.0,12,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-2024,Forwards,23
Ivan Ilić,rs SRB,MF,Torino,22,2001,23.3,it Serie A,1548,52,259,933,366,22,1548,34,18,52.9,15,44.1,849,5039,2311,49,32,1,31,15,1039,52,3,0,0,24,25,1,91,20,8,0,1,0,112,19,19,50.0,1101,1336,82.4,18346,5282,493,545,90.5,479,548,87.4,84,155,54.2,2,5.0,4.6,-3.0,47,107,24,6,138,22,9,10,3,13,27,48.1,20,7,13,42,31,0,3,27,11,40.7,1.16,0.47,0.11,0.27,22.4,6,0,0,2.1,2.1,0.08,0.9,0.9,73,3.13,39,26,1,6,1,0,5,0.21,4,1,0,0,0,0,145,1,7,5,59,59,0,0,1101,21,2023-2024,Central Midfielders,22
Samuel Iling-Junior,eng ENG,"DF,MF",Juventus,19,2003,9.0,it Serie A,562,26,125,220,220,23,562,22,7,31.8,14,63.6,307,1710,823,29,15,8,17,12,343,64,1,0,0,15,5,1,46,6,13,0,0,0,40,9,3,75.0,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46.0,2,1.3,1.6,0.7,19,20,13,9,25,23,9,11,3,11,18,61.1,17,5,12,29,19,0,1,9,4,44.4,1.0,0.44,0.11,0.25,15.5,0,0,0,0.7,0.7,0.08,0.3,0.3,32,3.55,20,9,2,0,1,0,5,0.55,3,2,0,0,0,0,60,0,3,38,12,2,9,0,330,17,2023-2024,Defender,19
Imanol,es ESP,DF,Athletic Club,23,2000,5.8,es La Liga,395,17,88,219,94,4,395,5,4,80.0,1,20.0,181,901,473,13,11,2,5,3,204,15,2,0,0,5,2,0,21,7,5,0,0,0,37,10,4,71.4,280,343,81.6,4413,1312,160,178,89.9,99,115,86.1,16,30,53.3,0,0.2,0.3,-0.2,2,24,6,3,21,7,1,5,1,5,18,27.8,6,0,6,14,15,0,0,1,0,0.0,0.17,0.0,0.0,0.0,23.7,0,0,0,0.0,0.0,0.01,0.0,0.0,4,0.69,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,65,0,3,61,1,0,1,0,280,11,2023-2024,Defender,23
Joel Imasuen,us USA,FW,Werder Bremen,18,2004,0.0,de Bundesliga,1,0,0,0,1,0,1,0,0,0.0,0,0.0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,100.0,8,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023-2024,Forwards,18
Ciro Immobile,it ITA,FW,Lazio,33,1990,18.4,it Serie A,655,14,44,267,350,115,651,27,8,29.6,19,70.4,328,1505,539,19,13,14,52,14,499,123,8,0,0,22,31,14,7,5,9,2,0,0,34,14,28,33.3,338,461,73.3,4444,668,211,268,78.7,92,119,77.3,13,21,61.9,1,2.1,1.3,-1.1,17,12,12,0,39,11,2,5,4,3,14,21.4,9,3,6,16,11,0,7,45,19,42.2,2.45,1.04,0.07,0.16,13.5,0,4,4,9.7,6.6,0.15,-2.7,-3.6,40,2.18,29,0,1,6,4,0,4,0.22,2,0,0,0,2,0,30,2,1,2,1,0,0,0,338,17,2023-2024,Forwards,33
Gino Infantino,ar ARG,MF,Fiorentina,20,2003,1.1,it Serie A,59,0,5,39,15,1,59,3,3,100.0,0,0.0,41,138,49,0,1,0,1,4,46,4,1,0,0,4,2,0,0,3,1,0,0,0,2,1,5,16.7,39,46,84.8,617,140,24,26,92.3,12,14,85.7,3,3,100.0,0,0.0,0.0,0.0,1,4,0,0,7,1,0,1,0,0,1,0.0,4,0,4,4,1,0,0,1,0,0.0,0.94,0.0,0.0,0.0,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0,3,2.78,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,39,1,2023-2024,Central Midfielders,20
Danny Ings,eng ENG,FW,West Ham,31,1992,4.5,eng Premier League,165,8,20,68,79,24,165,13,6,46.2,6,46.2,94,381,129,7,2,3,9,4,107,29,1,0,0,4,6,1,1,3,2,1,0,0,12,3,9,25.0,76,107,71.0,854,170,40,50,80.0,19,24,79.2,1,8,12.5,0,0.3,0.3,-0.3,5,2,3,0,8,6,0,6,0,4,13,30.8,4,1,3,9,7,0,1,12,4,33.3,2.67,0.89,0.08,0.25,13.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0,6,0,0,0,0,0,0,0,76,6,2023-2024,Forwards,31
Bonke Innocent,ng NGA,MF,Lorient,27,1996,2.3,fr Ligue 1,120,3,24,80,16,2,120,0,0,0.0,0,0.0,86,362,92,0,2,0,2,1,80,2,1,0,0,5,4,0,0,4,4,0,0,0,11,3,2,60.0,91,96,94.8,1467,387,44,46,95.7,40,42,95.2,4,4,100.0,0,0.1,0.1,-0.1,2,12,0,0,13,6,2,2,2,2,9,22.2,2,1,1,10,2,0,0,2,1,50.0,0.86,0.43,0.0,0.0,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,2,0.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,1,2023-2024,Central Midfielders,27
